,shopper_id,seniority,found_rate,picking_speed,accepted_rate,rating
319,31f5cc97620ef288d44111608e84a41d,0,0.8764,1.22,1.0,4.8
320,173e77236b60d8a884657f3674b4bd5a,2,0.9147,2.04,1.0,4.91
321,a7d67fa2eec7874b47963916d8d3196b,2,0.8402,1.65,1.0,4.76
322,631364a43951584a62dcfc6ab84ddd5e,0,0.8558,1.29,1.0,4.96
323,d7992850dcbc3fc226895220a88389ce,0,0.8742,1.14,1.0,4.68
324,96d22438957f607d451bac9711ba724d,1,0.8687,2.0,0.72,4.72
325,141e17b6f7fcb3c10b3a4f5c311edd91,2,0.8275,2.0,0.92,4.84
326,3c02395fdc8317c108ed31ccd7ee452d,1,0.8789,2.89,0.68,5.0
327,f1d961ccfd788e3bffa3e0d117474265,0,0.9209,1.15,1.0,4.8
328,0cedb218332091e94623047ccb6f85ba,1,0.8426,1.5,0.72,5.0
329,e080d59070fee5e63dbb0811a3a55432,0,0.8467,1.27,0.88,4.68
330,790e37076bd3865ad63be6f40ab6e387,1,0.8434,1.67,0.84,4.8
331,2ae107fffdad2eb1a767ac81cbdc3e60,1,0.8610823018458196,2.41,0.411764705882353,5.0
332,aeef2bdc44365cb2cb9761393ece1a89,0,0.8863,1.63,0.92,4.96
333,dbfa83f16bd9cb8d344e12d18d6a64df,2,0.8189,2.0,1.0,4.95
334,9150bba7bd655693f5b5af6e65a5511c,0,0.8702,1.3,0.96,4.88
335,d94e93b48a40429f6e9911ccc3c5a80b,0,0.8584,1.63,1.0,4.76
336,b0d450487f5e8f963a7b64dce9b07a54,0,0.8872,1.46,0.92,4.92
337,f89e15b153932bdec7afce6ac704520d,0,0.8945,1.0,1.0,4.96
338,17c313a131d49434aeccb9e790b6cc64,1,0.8427,1.24,0.84,4.92
339,a46b726c673c954a5de373e7c11d61f5,0,0.8552,1.35,1.0,4.8
340,2c82150810aff08851bc73c88caf073a,2,0.8341,1.8,0.88,4.72
341,f2079057260e173ea40c37f8a3a77d36,0,0.8899,1.89,1.0,4.96
342,443913e16021ed36f86765389cdcf1bc,0,0.8862,1.48,1.0,4.92
343,f6abfda68e39e3c0ee7e690d082bb56b,0,0.9087,1.64,0.92,4.84
344,2f87f47c88bdeb304f416acb6464ef42,0,0.9201,1.08,1.0,4.76
345,1b2f5a42ef8aa056ed555b56413f6a79,0,0.8345,1.78,0.88,4.92
346,d39f57f81eef96a4e2a3d41c4d864f1e,1,0.8829,1.9,0.8,4.8
347,7d6064b9531ce73736cecba77ccd53bc,0,0.8649,1.44,0.88,4.84
348,d21933529655cc33af125f4a67f3f1ea,2,0.8584,2.2,0.88,4.92
349,1e073ce6597f6e08ad8677a7c93a8e20,2,0.8556,2.44,0.88,4.96
350,e4976722cee48e1d5fc92a94bde049aa,1,0.8942,2.19,0.8125,4.88
351,e959737361ac8d89cab90f847c166f70,0,0.8887,1.57,0.92,4.76
352,7063cf9928eeb33b2e734f8fb0e261ae,0,0.8781,0.96,1.0,4.92
353,ad849ef1d2592b7c4cdcd5e5101abdb5,1,0.8147,4.44,0.88,4.68
354,d24d094cf803d7946333aad47a2889b9,1,0.8667,1.42,0.833333333333333,4.91
355,b35432f717133e0a753c5ba7a17c9073,2,0.8791,2.83,1.0,4.88
356,ff65d12bb94afe19dff8ffc046c9a3e8,1,0.8808,1.35,0.84,4.68
357,3fa52cbade11d9a22efcfe88e49d7ae1,0,0.878,1.0,0.92,4.84
358,0bde72595ab3eb864e966967b22d2394,3,0.8610823018458196,2.19,0.90827641969344,4.848428057553903
359,1772b57a8ec020485d5893543f703d49,0,0.8529,1.27,0.96,4.72
360,3e2d5b2253dd6f6f1973357800cf3628,1,0.8658,2.15,0.72,4.68
361,eda896216fbcc5d20114f42a68d52503,1,0.8132,1.56,0.8,4.88
362,ecbbceeb0e446c3e9de32d247e547579,1,0.8676,2.25,0.68,4.93
363,ad4550fb2cfdcd82884817e75ea7acfa,0,0.8978,1.44,1.0,4.8
364,5b97f49811c94b957cf764599afd217f,0,0.845,1.57,0.96,4.84
365,e42495aae2d9dd947183602b4415ae9d,2,0.8484,2.62,1.0,4.84
366,63db8de86343d3a155b92612a2c9ac53,0,0.8206,1.43,0.96,4.92
367,fcac720351049d7e5658ab9b1726ecf6,2,0.7908,2.09,0.96,4.84
368,8a4b930f1b25b68253da92df8fcc156c,0,0.8326,1.62,1.0,4.88
369,6cfbdbdb97f8cc79b5125339a74b03d0,0,0.8917,1.15,0.92,4.52
370,c5d78c3108ba20e20136991b69666978,0,0.8645,1.73,1.0,4.6
371,cc5dfe943586208aa5e4296813f92e7a,3,0.8610823018458196,2.19,0.888888888888889,4.848428057553903
372,cef970b8b3608de6a5e52f63a532103f,2,0.8610823018458196,2.19,1.0,4.86
373,53205e16465ac1d32bd1a9c44170bd3a,2,0.8687,1.35,1.0,4.88
374,3eba22612e70681cb04c420317e5374b,0,0.8027,1.45,0.92,4.88
375,8a4f903dc6ec80ebb9282814d44a8330,1,0.8829,3.33,0.64,4.88
376,7f5f7b5395697ef11f863b7ce6a9f8a8,0,0.8704,1.0,1.0,4.88
377,7d9f32a612eb72b300975164320ecb79,0,0.8577,1.1,0.92,4.92
378,3acfaf08823184f78a930020b0438eb0,0,0.9043,1.47,0.96,4.96
379,3116db86b20b78c0aa132500ec3d1f55,0,0.8964,1.25,0.92,4.48
380,51ff30c130419043f29169e47ac6398c,2,0.846,2.0,1.0,4.88
381,ca55fd4763e318fd0bb8e434100d9df1,0,0.9155,1.12,0.96,4.6
382,f59431faf9f4620c7d425496b739d31a,2,0.8610823018458196,2.19,0.909090909090909,5.0
383,8f39d8d9b5a686e01e45439cb107146c,0,0.884,1.42,0.88,4.96
384,289d522170711315c0f66575209b9e37,0,0.9043,1.12,0.96,4.88
385,22aca5808d0ee97e1ff316fa23c3a932,0,0.8758,1.12,0.96,4.84
386,76dc1751f091cbf188a151d52fa224eb,1,0.8045,2.5,0.64,4.68
387,11fc0e98d900294270d14850c8744eec,0,0.8835,1.75,1.0,5.0
388,93ff66ee187d707a9f3ed1def8812753,0,0.8643,1.4,0.92,4.88
389,8e9c3d057240e3d1308f47d58fd71e69,0,0.8644,1.43,1.0,4.96
390,c113b0d25f02d76680bc2ee6f9309dbe,1,0.8256,4.17,0.8,4.84
391,696287bf0060004d6787951019b126eb,1,0.8356,1.35,0.619047619047619,4.3
392,0d67627a525bf522b9d2961e8c386745,1,0.8333,1.76,0.8,4.84
393,744499879ff3b26d8839a3a1eff1fcae,0,0.8553,1.92,0.96,4.88
394,29ffdee398c54748ab7b0fd37a5fc676,1,0.8106,2.27,0.84,4.8
395,aee6c65ab6799963efe4c615d8336327,0,0.8156,1.26,0.9375,4.92
396,055421ed14c1cf37ad08248f812b94db,0,0.8813,1.5,0.96,4.76
397,a5032dfa136c15bcef2c7bf450d276b4,0,0.871,1.53,0.88,4.92
398,6452cd97b5774dc74d1f74508c8641c5,0,0.8365,1.43,1.0,4.92
399,aebadffe7f14a7a21ce219229bb108b3,0,0.8965,1.32,1.0,4.76
400,b68304375856f0bbe853f8377d17f0b0,0,0.8442,1.77,0.92,4.64
401,64af37eea6b5d627bf1d3893cee053af,0,0.852,1.38,1.0,5.0
402,33fa83b97758f56ae21e8c1793fea217,1,0.8154,2.22,0.84,4.68
403,e13594d24598cc3ca77ebc5e06510041,1,0.7994,2.71,0.68,4.84
404,c196d298b23bf9b26cb59752759c798f,0,0.8421,1.49,0.92,4.96
405,2c681b5384e0c747e345aedfe333315a,0,0.8847,1.74,0.894736842105263,4.75
406,15437bc347c5aa0115983c9539587998,0,0.8668,1.6,1.0,4.96
407,c8993822c8d15e9a3097d9025f968953,0,0.8557,1.6,0.88,4.8
408,cc4e27411482b76656b139ce0007243a,0,0.8691,1.65,1.0,4.76
409,56fa1a0d5a4a55c37bce77d7f39584da,1,0.8593,4.6,0.84,4.96
410,093994921065b104af8cf094da2d8d3c,0,0.856,1.59,0.96,4.96
411,8222c07d82ef14890514537bd4e5e827,1,0.7558,3.8,0.92,4.68
412,3ac70a8ae3dba8bd1cfd8497883d2e58,1,0.8541,2.52,0.8,4.84
413,7e3ea2ef5531068173b4e8f5f3e11202,0,0.8536,1.36,0.96,4.84
414,21a85a3bca8ff48679d4f57d1823f0ef,0,0.8555,1.67,0.88,4.92
415,4291befb4bea54fd560d9e26adebcd2c,0,0.852,1.19,1.0,4.6
416,964c7f8ded6e655be59c04816f7d74b8,0,0.8509,1.55,0.88,4.96
417,5c3637ccdb35ab78f304df6161d94464,1,0.8672,3.5,0.92,4.92
418,f37b6d43e9a45ece4ef17073354ecfd9,0,0.8444,1.76,1.0,4.76
419,e179bcacdf1468c478fbed35f1a5b024,1,0.8506,5.98,0.882352941176471,4.3
420,c6c92456015480e4e295802b657aad2f,0,0.8603,1.63,0.96,4.92
421,534f56a98d2bfcb02818622ab023332c,1,0.8475,1.18,0.84,4.84
422,2460883edbb0cb79910beb0bc71b281d,0,0.8361,1.39,0.96,4.84
423,eb4e414977511c8d03c76520bac5f0fe,0,0.884,0.95,0.96,4.6
424,17433309658af0c9a8fe16cd73667ed3,2,0.8994,2.03,0.944444444444444,4.8
425,c87ee49ec3f790d0448e7804c4aa24a9,0,0.9355,1.85,0.947368421052632,4.93
426,24afde0212dde17bd9c99c6bd18cf715,2,0.8186,2.03,1.0,4.88
427,4cafaa2ca117fac52ec413e6075c515f,0,0.8546,1.25,0.92,4.8
428,5c3452830db8560f337f3d750e19637b,1,0.8973,1.19,0.84,4.64
429,1e1743342bc56c16ee093d1f61217b33,1,0.8926,4.5,0.92,4.87
430,d0c2c143dce6d39eaec2c603f5242eea,1,0.8609,2.07,1.0,4.8
431,a4f836a98c252f02de9cb1c0c4e04dc1,0,0.8571,1.1,0.92,4.88
432,b3163de6a4c3f950f86c0153a5011d8c,0,0.8927,1.32,1.0,4.92
433,a3776cf5c62c5104d92f8e5bfa301db0,1,0.8672,1.95,0.72,4.84
434,b8d983d1ee5790ec170d37784cb254e2,2,0.8188,2.0,0.92,4.84
435,ee14d05eeebd6b9fc39f4d948e27ee95,0,0.8827,1.5,1.0,4.44
436,08c23d090efd0e2c635fc86ecf9103b7,2,0.8224,2.3,0.96,4.84
437,697055851febb2e6be95460bd48ff75a,1,0.8466,2.43,0.76,4.84
438,43d2f2244c439a655683a1bebcee2705,1,0.8329,1.65,0.8,4.64
439,08c592137487eedb184c312e645cb3a7,0,0.8235,1.6,0.96,4.8
440,c3e78330fdc3e1247c6e23f9d6f8a4aa,0,0.8326,1.05,1.0,4.76
441,8faf079b6993bac79209a9df3c1f3d48,0,0.908,1.26,0.96,4.84
442,eb673a067b45c5a31abeec47b70db19a,0,0.8705,1.47,0.96,4.88
443,1e465abb3e133a80ba65d9b3c9441423,0,0.8496,1.69,0.92,4.88
444,daec251e3671cb958e77d040b4405c1a,1,0.8423,2.17,0.64,4.96
445,93f14bac6b6713e9f6016f660b435b59,0,0.8788,1.56,1.0,4.8
446,f7a6c6c34e974cbff9657f1f0043df29,2,0.8379,1.47,0.88,5.0
447,4dc295c16fe814be654cd0e9771082b1,0,0.8571,1.74,0.96,4.72
448,155eedb33fd17653cd53f932d38fcc29,0,0.8618,1.27,0.96,5.0
449,6861c244c801472a11a7a42c0dac9bf2,0,0.8728,1.81,0.96,4.96
450,2fbf629a236418e54e8153a5c6844d52,1,0.8095,2.38,0.52,4.3
451,918755c471deef7f6c6fd0accad74968,0,0.865,1.71,0.92,4.88
452,6cdc0420b308e713534e7d2a30c18346,2,0.8396,1.07,0.96,4.8
453,7a88d4763160233f5a35bb4f6f164288,0,0.8719,1.87,0.96,4.88
454,9dc27f69cc9f1f45b27b1bd86102e163,1,0.8645,3.14,1.0,4.56
455,87d7b0d9e76fafc73a00ff9c3dd7330d,1,0.7972,4.0,1.0,4.96
456,29bc08bd3b6a2d0f2cbd56131f42aa31,0,0.8835,1.49,1.0,4.8
457,7c8e65b38c09783b60c348d0ae4707bb,0,0.8799,1.69,0.96,4.92
458,23e8303d19c4908e0a8d90cefff36b83,0,0.8702,1.58,0.92,5.0
459,385be2859480763fed8f7e864e6f0a32,1,0.8773,3.2,0.84,4.96
460,2f3a29e50fa17989f898a487c3b89298,0,0.8734,1.0,0.96,4.68
461,f7899141e5e6a7870aef276bd805df52,0,0.8494,1.69,0.96,4.92
462,389824387422b48e9ab7ecafbd891bd4,2,0.8133,2.25,1.0,4.68
463,452e53d096fa57fc976526cf8304e34d,0,0.9026,1.25,1.0,4.96
464,a09966afe96a55c92244c1f85db3237f,1,0.8526,1.0,0.8,5.0
465,bb0bc3ed952f4d57dda9b26c996a0c96,0,0.8777,1.59,1.0,4.92
466,d93a2947199fab8362ee7fda96999b8f,1,0.9066,1.27,0.8,4.92
467,c194e01d046df3c7fb8846635c424772,0,0.8861,1.34,1.0,4.96
468,96c3f31b67796e0c8b9b19b69edef899,0,0.8916,1.1,0.92,5.0
469,b860d7bcba82edf56f553b21d4a97b9d,0,0.8771,1.57,0.92,4.92
470,4c56bf9f97596e9671bd8fb4138b2010,0,0.8625,1.57,1.0,4.92
471,939c8c3a9691cd11ee929c0201ef2059,1,0.8539,2.33,0.80952380952381,4.9
472,c3f4e68115b93c80062f09c4564306e0,1,0.8349,1.57,0.76,4.85
473,17cdf25a78747a4bf394229edff2796b,0,0.8533,1.8,0.88,4.8
474,72711312e5406a361ee69864a31bb5bc,0,0.9254,1.87,1.0,5.0
475,545e9ba1f795b3de9406bc087c2d6eef,0,0.8421,1.03,1.0,4.84
476,4743ab18c5763da4cf4938b0d3472fec,1,0.8610823018458196,2.19,0.857142857142857,4.848428057553903
477,7748ede6a035a4989d9b1146484b9422,0,0.8758,1.12,0.88,4.92
478,c42c295117ee3e0735fe612bfc9d8915,0,0.8726,1.13,1.0,4.96
479,759dd973cd6d03df498393bbd4db8b77,0,0.8066,1.45,0.88,4.92
480,4a0d6f819ebc68f2f50ee94abe138401,0,0.8506,1.64,0.88,4.8
481,e93b2e9adee519515b74ba2570f0c9b4,2,0.8277,2.36,0.909090909090909,4.71
482,b2c3a8219cd41b43b56c88bf6d426fa8,0,0.8967,1.22,0.96,4.92
483,b99120be50db03d1f6850b7750c8d07c,3,0.8610823018458196,2.19,0.4,4.848428057553903
484,7baaf4d50714c70cf025e032d4194741,1,0.8389,2.83,0.72,4.96
485,bde0a9bb3487b4578f570cd8eadeab78,0,0.8946,1.33,0.96,4.84
486,6e48dc4ac41e7844d30fa0badec78f41,1,0.8966,1.16,0.84,4.96
487,75b6ef23d2880137f12dd1e76ffe0c5b,0,0.8822,1.08,0.92,4.96
488,c0a8d30a6cf6b9c76bfa9b2612c2efc0,2,0.8429,2.47,0.96,4.96
489,5c15f25cf0be9893ad4780fa050d8fa3,0,0.8713,1.31,0.88,4.96
490,a3db9e09156493915b214e7076ff8df3,1,0.8205,1.58,0.8,4.92
491,b6a174ec1446cb1e5ef7a15c724748e9,0,0.9173,1.21,0.92,4.96
492,1816f1fdb6c8cf21affc9acd88b2b529,0,0.8458,1.59,1.0,4.96
493,9a15864f740413f52928ba756e17d322,0,0.8618,1.67,1.0,4.92
494,396a8804a1f9b7cb817f397bd65890c5,0,0.8948,1.2,0.92,4.8
495,d6f329da0292acb97c72836a72f4be25,0,0.8415,2.0,1.0,4.83
496,37589456fba8c12822f656d79f117365,1,0.8505,1.6,0.64,5.0
497,02db16474ed048375a8e10f989ef1f51,0,0.8725,1.0,0.88,4.72
498,ddfe40f41f32361584df4effadb45a6a,2,0.7794,2.07,0.88,4.8
499,ac0f9ed0f774ab7bef186a262a3b6eae,2,0.8958,2.67,0.88,4.92
500,c7de889fc99b7bbedfc12437042d935f,2,0.8567,2.2,0.96,4.8
501,d14073ce9bb306298ff8353c8b1a5363,0,0.9096,1.21,0.88,4.92
502,c2a9927d80fa81e0495e6945ac56f889,0,0.8617,1.73,1.0,4.67
503,321e92bd41ade37612bb1cb0dbfcbe40,0,0.88,1.77,1.0,4.88
504,721f8e66e4b91450e99e0a114bab824b,0,0.8773,1.06,0.96,4.84
505,69a1e4c5056cc6da219166515c1e248e,0,0.8839,1.28,0.96,4.6
506,d006799076aee38c79abde3c0ff301d1,1,0.8432,1.86,0.68,4.67
507,c0ce7c5b612cec5ef88ceff18a2625b5,0,0.7746,1.47,0.947368421052632,5.0
508,a2d40ed8b01e781cbf079735acedace9,0,0.8671,1.29,1.0,4.92
509,7c444d6c8cf45deaeeaa74b06666a74d,0,0.8783,1.5,0.96,4.48
510,9c8cf7c8a2aa475b84d98017b4db2feb,2,0.8261,2.38,0.96,4.72
511,b1947fc11c96e70881b70857c5b0602a,1,0.822,1.6,0.8,4.8
512,3d0cd2cc927863fa883193f556319881,1,0.8610823018458196,2.33,1.0,4.848428057553903
513,b2503d939848c6cf3c05500442d92d29,2,0.85,2.12,1.0,4.84
514,4a447085f8d2d29f140872ca3dc0004b,0,0.873,1.79,0.9,4.75
515,925238926572f991a8340c2dc1ecc5f4,0,0.8825,1.52,0.96,4.84
516,8616592a2628af4c1a934c68dd46d491,0,0.8862,1.16,0.88,4.68
517,e500eba6553ed199a1829c2e0d58aaf2,0,0.8906,1.5,0.92,4.76
518,8b56ec868dc7f9cec8e9b6e155b93626,2,0.8308,2.14,0.88,4.95
519,8ba5301ad20d2d313c15d67ff2b256ca,0,0.8301,1.35,0.96,4.84
520,646406511291d8d9360b54f1ca4e57c7,1,0.8176,3.24,0.869565217391304,4.64
521,7939bd5a7fa827d0c3cd2ceffa78c09c,0,0.893,1.19,1.0,4.76
522,30007886ba537b2f4be3cf1f7ef9c78f,0,0.8998,1.66,0.92,4.92
523,214b82406b51ca6217a9f9d04775c1ae,2,0.8711,3.0,0.88,4.96
524,34633ac439e8e46056d6814db7d2201b,2,0.8237,1.4,0.96,4.84
525,fcc3dd19cdc7bbe35dab6277b5ce9493,0,0.839,1.7,0.92,4.92
526,81f876c9e360c575ac2f3b93f87e2ca4,0,0.8805,1.75,0.88,5.0
527,4d0d35c10f60bd887034ef5daaa24197,0,0.8859,1.27,0.96,4.76
528,7b9c675480c83cad4a444bf3553e6d69,0,0.9172,1.0,0.88,4.96
529,b945acc29f67af0b3589466cd974ad32,0,0.8825,1.24,1.0,4.64
530,7cde2a1f9b5bd5625b55e2175ae06f87,0,0.8893,1.5,1.0,4.96
531,bae3afab9a96b58420d8ee1726437308,3,0.8610823018458196,2.19,1.0,5.0
532,dc89031ab97c4e8ddb3a6e31040ba111,2,0.8466,3.0,0.96,4.92
533,5c5199ce02f7b77caa9c2590a39ad27d,1,0.7838,2.4,0.96,4.96
534,07a6c2c1347a145889f0e01279013011,0,0.8949,1.3,0.96,4.88
535,cff4c96c1945e2dc96291f5afbe161f6,0,0.8953,0.86,0.96,4.96
536,63c69311c6bb1c26ff86e6574becf7a9,0,0.8501,1.11,1.0,4.92
537,4ab3939c1815a3881c001d6703966b71,0,0.8736,1.89,0.92,4.96
538,27313070dec882347153d6b0b0c5e318,0,0.8914,1.4,1.0,5.0
539,1afc9ef35c0b7f8778e85e29b96054ab,2,0.8294,1.86,0.904761904761905,4.83
540,d75ad63d412a326b9f2720c8afaadfad,1,0.8462,2.27,0.72,4.76
541,ab399621073af6d9cce27fc7ff460eac,0,0.8718,1.59,1.0,4.84
542,4aeacd79c92eb78d9d01e5c23166d23d,0,0.8727,1.24,1.0,4.88
543,2d13bd54af3e4eea287cc9029ced4951,0,0.8776,1.0,0.92,4.96
544,f4acbdd8eea93912addf5efa133c43fb,1,0.8610823018458196,2.41,1.0,4.848428057553903
545,072fbf03dce64110b5a0717f796951d6,0,0.8603,1.41,0.92,4.88
546,d52c3e1223b3d071025a89502ddc37a5,0,0.8552,1.12,0.96,4.96
547,bf1378b50e816d48c06fddbd97cc94f3,0,0.9004,1.35,0.92,4.92
548,116e14e3ddc09cd823e5a38de3063ec6,0,0.8129,1.35,1.0,4.6
549,c42f8166216b107e4ca2e25e727ba10d,2,0.8588,2.21,0.88,4.96
550,3fd5453fe7bb4d93c1139e3a2c5f9464,1,0.8214,2.5,0.84,4.68
551,9b0eaf5a98b2dd621f418981d9736ec2,1,0.9103,2.75,0.68,4.95
552,306c668e1e2315599514d76281833914,1,0.8263,3.56,0.68,4.71
553,76b112f3a9a16d2120ea5e842c3352b6,1,0.8038,3.05,0.84,5.0
554,7b8842d84be63f0a102b19a4217f1e27,0,0.9196,1.0,0.96,4.96
555,5dc015da16508cda4f596f358191a3a0,3,0.8610823018458196,2.19,0.90827641969344,4.848428057553903
556,231a7aba82cc0dac08a32c6263bce093,0,0.846,1.23,0.92,4.8
557,41a2cf87247548381abecbf8bf5054da,0,0.8991,1.04,0.96,4.8
558,00a4a705d1af9e48785b68b9018deb2c,1,0.8438,1.83,0.64,4.84
559,3f2e81f98995e2c1e9d3ced121c1d0ec,0,0.8623,0.88,0.92,4.92
560,a242baeabb4e32db513d51b67cee7bd2,0,0.8788,1.16,0.92,4.8
561,1f72a7ce254201c968308f75dfba61b8,1,0.8356,2.11,1.0,4.89
562,ded0b946a16c32c4d1dec53cd3ada3e8,1,0.8032,1.88,0.88,5.0
563,9837a36ac71dfb01ea32bd2492b99a15,1,0.8788,2.31,0.777777777777778,5.0
564,ae76577510b5ea555e14c5568339af05,1,0.895,1.25,0.8,4.96
565,809e4962ef124c91275d4bbf893d6271,2,0.843,2.48,0.92,4.75
566,b9af4b8937b9c236bfabe319ef09fa00,0,0.8673,1.17,0.96,5.0
567,d43769ea7aae63d959bfb08b22d0aece,1,0.888,3.33,0.72,4.72
568,e5dea98742426905813d3b7cf4347fb0,0,0.8693,1.32,0.92,4.72
569,da014e529b3980132d93f88d6fef417e,2,0.8801,2.4,0.92,5.0
570,89d4a4e1e2de4ab23a80fc9c8c54dd81,0,0.8565,1.28,1.0,4.92
571,90d690e2fed20c6de6ffe931f4553c79,1,0.8264,4.31,0.96,4.78
572,c835779ed731bc5f2263dce5a4258314,1,0.826,1.64,0.84,4.76
573,26eb3bcdfb34c4a008dcbf8f943c2c6d,1,0.8610823018458196,2.19,1.0,4.848428057553903
574,32a483da8cb31e86a42daab6228b640e,0,0.8727,1.23,0.92,4.96
575,e41f3b88245e0462e03b2307cda317a9,0,0.8506,1.36,1.0,4.92
576,f04ca94a60eb184640b39f5d8dc04c74,0,0.8758,1.29,1.0,4.96
577,190b12aa32b4ed353082d977e26fe85a,0,0.8458,1.67,0.96,4.96
578,bc8110fb00c52be1f262154a5314d18b,3,0.8610823018458196,2.19,0.90827641969344,4.848428057553903
579,67e2e77c25a5abba2463654b5eaa1859,0,0.8581,1.36,0.96,5.0
580,0334ebf973662503bbaee8ea451619dc,0,0.9068,1.08,0.88,5.0
581,b47f1b4b8ba87e0520b4bcb748043679,1,0.8610823018458196,2.19,0.90827641969344,4.848428057553903
582,44f21c06c3314d24bdfe9a2117c83ea7,0,0.8981,0.8,1.0,4.92
583,d4aab91d546f92e66353e3f6757a04e2,0,0.8946,1.42,1.0,4.84
584,a3ce2c11165dac9c0393e6f548a1f372,2,0.8202,1.43,0.88,4.92
585,aa55bc01c5192c25f04cb9f08e893c9f,1,0.851,2.22,0.846153846153846,4.83
586,e933498d2b6db94c82c983b250272c6b,0,0.8192,1.67,1.0,4.96
587,73e1e3f0a797835d769f8d2e6a5e9929,0,0.8357,1.6,0.88,4.84
588,3014916d8a8bfe71b7361ffab7fcba36,0,0.8848,1.4,0.88,4.76
589,0f02d0cdea4320342f1bece8ed03434c,1,0.8249,2.25,0.76,4.96
590,9a97ad5aea9e62b382eaddb1ad94571b,2,0.8476,2.4,0.96,4.88
591,3e802483b05f016df2f75bd7cac807e8,0,0.8774,1.0,0.96,4.88
592,5eaf6bc0aaeed3ee73c3b9531ef174f9,0,0.8662,1.33,1.0,4.96
593,7525e51e3c4436e35482af3f0e642a67,2,0.8203,2.12,0.88,4.92
594,0d7143ef6856cc949a079d10765efa62,2,0.8143,2.19,0.85,4.8
595,eac72d4fa665326941ce4b85fa5dc86e,0,0.8998,1.58,0.96,5.0
596,261ae8260c74af750e9d6402bd42f7be,0,0.8285,1.85,1.0,4.88
597,32aab16ec55fe8a49a80f65ee201e66f,1,0.837,1.86,0.84,4.84
598,e7dcb8c39b635c13cea9e528d2331d12,0,0.8716,1.15,1.0,4.88
599,74561f58cdc0921e07f446e9ee88ad22,1,0.8689,1.23,0.84,4.76
600,f1fff747de7c3f5381f2e6c79f090f6d,3,0.8610823018458196,2.19,0.666666666666667,4.848428057553903
601,a61c83f26ca144b9c4562cf82af45877,0,0.8814,1.62,1.0,4.96
602,e579f500d86bcee54e5dd935fe7896eb,0,0.8571,1.05,0.92,4.8
603,335a730981e74bf659851dee76554eaf,1,0.8328,1.88,0.96,4.84
604,36326ecac062aae575c41308f44ebd9e,0,0.9453,1.48,0.88,4.8
605,39435f482076b5b26ab88909b4cc235e,1,0.8068,3.71,0.888888888888889,4.848428057553903
606,73b447e526ebb2d360823ef67702356c,1,0.8854,1.17,0.64,4.8
607,9fe39cba3b32b3052f0b1660736f8212,0,0.8502,1.58,1.0,4.84
608,3474757b147bbd62107421456067aa39,2,0.768,2.1,0.88,4.92
609,0de5c0a43d76cce73929ac4801c23863,3,0.85,2.95,0.727272727272727,4.71
610,76a73b0cae5258fd99e59914f027974e,0,0.8484,1.29,1.0,4.8
611,903495fd01dbcf65142918e5f614544a,0,0.8515,1.2,0.96,4.96
612,5bb8f1c07b5c6e75ef02ecdc8b4e3787,0,0.9074,1.34,1.0,4.92
613,6bcd77f7e04386ca53129137ad0c35e1,0,0.8903,1.29,0.96,4.92
614,694e9467b5965062ed37593fd55e7cbd,2,0.8571,1.6,0.92,4.88
615,c9b49ed6af5f8bccec921fda406b8972,0,0.8604,1.57,0.96,4.96
616,d8a1d22c91ba4918ffab349ef90a3bf0,0,0.8389,1.21,0.96,4.72
617,992fb25dd29e5d4a289f64584c241718,0,0.9044,1.63,0.88,4.92
618,23a9f14a4236603e219a61909aed3685,0,0.9136,1.37,1.0,4.84
619,e7f3611c838d3aa4635317a26713c323,2,0.8276,1.97,0.92,4.96
620,45b4db20e101a3d016f040340d30cbed,0,0.8696,1.3,0.92,4.9
621,d8289dcead1467abf606101d248c3877,0,0.8252,1.14,0.92,4.68
622,9e4d35ea680b66c3d4f62535c0d41e01,2,0.8559,1.62,0.88,4.96
623,d252c9077041de09855d0eaf410ddcf8,0,0.8849,1.33,1.0,4.92
624,b3c8b80b67d07a01c3bd87f539179067,2,0.8547,2.43,0.92,4.84
625,86f776776c6d5a6c671f51946e1f98fb,2,0.8604,2.2,0.904761904761905,4.4
626,a0bdc2eb3d29b37f9eef616f1e15e121,2,0.8409,2.33,0.92,4.72
627,d9fc6027449b1926f7f3da99eff947de,0,0.9178,1.5,0.92,4.72
628,0e316363cdfe552712421a391a672eb4,1,0.8219,1.64,0.72,5.0
629,d7c2487af15935723e2b069032edd970,0,0.9032,1.6,1.0,4.96
630,0e2753dab467f40901b83c5494766744,1,0.878,1.2,0.84,4.72
631,6a39b2ce28ef89b4f5469a6e46bf58a8,0,0.8779,0.82,0.92,4.96
632,55b5d27f17abdf75841c26c48b6c525f,1,0.8426,2.62,0.76,4.69
633,da5f679590b761c10f635ff6dbb43dd8,0,0.8864,1.12,0.92,4.76
634,2eae6ba671754b83678ed3674c5387f4,1,0.9014,1.94,0.84,4.72
635,e4f41b946b543cfdd8edaf883e4ea582,0,0.8725,1.46,0.96,4.96
636,db8680eb55320ab5f987cffa04ed5bd0,2,0.8656,2.22,0.92,4.72
637,bc03ec40b35397beaed0c028aadb17e1,0,0.8848,1.54,0.96,4.92
638,259b529b45609a75e1269a8d89d08b0f,0,0.8806,1.1,0.92,5.0
639,d124927a2df4580383be06ae46d86e5c,0,0.8393,1.31,0.96,4.72
640,93671147f487d40a68121bea9802bb33,0,0.877,1.81,1.0,4.8
